64

19 302
6 14 84
1 10 88
1 16 17
3 3 18
2 13 14
15 20 7
6 10 2
8 1 57
1 20 79
1 3 33
6 7 34
15 7 79
10 16 11
5 6 11
17 20 6
16 8 79
17 10 5
10 19 90
9 10 57
11 4 77
9 10 49
7 2 54
2 13 20
20 17 42
19 15 6
6 6 54
7 12 90
17 2 78
7 12 67
2 1 95
11 11 17
12 17 17
17 10 83
13 12 37
19 10 96
4 4 74
15 6 32
9 5 18
20 12 47
20 20 93
2 17 94
11 15 36
12 10 48
15 7 96
4 15 40
19 2 38
17 14 73
1 4 48
4 11 8
15 16 59
4 2 30
18 19 72
19 19 94
18 15 65
12 15 31
13 5 94
18 18 64
14 18 80
16 6 72
12 5 8
13 16 82
3 20 65
1 6 74
7 11 93
13 2 10
17 8 73
15 4 58
4 5 95
10 9 8
6 17 44
1 20 47
20 17 59
5 12 74
7 17 86
20 7 93
19 20 85
3 18 54
19 6 20
7 6 83
16 10 52
7 9 38
3 9 70
6 15 22
2 1 38
8 6 37
20 4 96
9 18 67
6 18 61
12 13 59
13 6 37
2 16 52
2 18 38
16 20 13
8 19 98
14 16 40
17 4 99
6 3 50
15 4 51
7 15 96
12 13 47
19 17 52
17 8 53
8 1 14
6 11 61
13 3 28
9 15 61
11 5 49
7 16 94
1 5 68
13 4 55
2 16 58
9 9 69
1 15 5
11 16 44
6 5 70
20 18 74
4 8 54
12 14 77
8 15 3
11 2 95
7 20 88
7 1 41
2 18 89
9 3 1
13 13 23
3 19 48
2 14 27
15 3 63
1 6 54
2 1 1
14 1 3
14 14 61
12 3 28
14 4 21
18 8 1
8 8 46
13 16 68
15 19 69
12 5 95
5 18 16
17 13 89
11 15 22
13 15 36
9 8 39
8 9 72
15 15 61
2 15 28
12 4 81
8 12 47
5 20 79
18 9 23
4 4 19
18 20 61
5 19 34
5 3 94
20 16 13
14 4 39
10 17 53
13 17 64
4 16 32
12 11 8
15 2 45
6 4 60
16 10 77
10 16 73
5 1 98
1 20 49
9 13 94
5 10 3
12 2 27
2 2 30
16 20 54
19 20 20
20 18 18
15 11 33
15 1 95
6 10 11
11 5 11
20 20 32
13 8 16
14 10 48
13 4 1
5 5 48
2 3 46
4 8 37
5 3 63
14 15 37
10 18 55
10 10 65
9 19 36
18 19 48
2 12 13
18 1 78
20 19 2
19 17 15
14 20 38
8 10 22
17 5 68
19 2 17
17 18 78
15 18 26
18 3 44
18 13 85
17 15 74
5 2 73
4 1 23
5 15 16
9 15 15
2 5 32
19 3 50
8 10 38
3 14 44
15 11 21
2 5 19
3 10 87
3 13 11
10 2 6
16 17 11
20 1 31
3 11 33
4 1 3
17 5 43
19 7 65

30 8
25 1 54
28 4 23
24 18 67
15 9 28
17 25 57
22 14 17
5 8 28
18 11 80

28 431
5 24 84
11 1 84
10 25 84
10 28 19
22 9 57
19 6 47
9 10 1
21 3 55
1 15 74
6 3 45
1 7 3
13 19 20
21 24 42
20 11 88
1 12 1
18 16 46
27 9 97
13 24 65
11 3 65
13 28 93
20 19 99
22 27 99
1 18 80
12 2 68
7 11 52
6 9 24
15 14 41
10 11 87
12 28 39
23 18 69
26 25 98
24 4 61
25 8 42
26 5 27
20 21 86
1 5 76
26 6 98
9 17 52
20 12 97
9 1 5
17 3 75
5 8 8
12 7 28
16 6 76
20 12 42
8 12 77
13 2 29
13 6 95
8 20 43
9 1 86
23 4 71
3 17 95
9 25 11
26 13 51
9 23 82
4 25 10
6 10 57
23 21 66
14 24 26
26 19 78
2 6 42
18 21 16
26 13 14
22 28 30
17 2 91
13 8 83
6 6 83
27 4 92
6 26 14
8 28 44
25 10 41
18 27 82
14 5 75
13 16 48
14 23 30
6 23 14
11 10 74
26 14 43
7 12 17
7 8 39
28 2 42
10 24 3
15 20 12
14 24 89
8 22 81
14 8 74
7 18 79
20 6 53
16 3 62
7 6 89
8 1 59
16 20 66
19 12 28
14 17 10
8 18 43
27 4 70
17 8 24
22 5 42
24 12 14
14 25 9
14 12 19
17 26 39
12 22 2
12 16 36
1 23 85
4 22 36
23 18 51
12 20 7
23 26 96
3 3 91
14 3 32
11 22 61
17 28 33
4 24 60
11 17 83
16 18 83
5 1 87
8 28 73
18 4 44
20 15 66
6 12 28
27 17 89
10 11 16
17 15 36
6 15 11
7 2 33
7 17 76
6 11 12
9 15 84
23 26 61
18 10 48
7 4 70
17 8 16
15 12 42
1 19 30
15 21 71
15 21 49
25 26 19
12 22 36
21 7 96
2 11 47
17 5 20
24 10 78
19 24 2
22 10 9
26 14 77
18 23 95
15 11 2
20 15 22
26 12 49
21 15 57
9 7 19
18 18 31
25 28 7
19 25 33
4 7 74
26 18 67
20 28 85
19 7 43
2 8 27
16 2 48
6 9 4
7 4 69
19 7 10
27 13 71
5 11 81
7 7 16
18 20 73
24 3 29
16 18 15
1 3 32
21 19 27
8 16 20
15 3 95
11 10 53
21 23 51
27 23 72
2 4 58
17 5 15
6 8 67
20 12 14
11 15 14
26 8 86
12 7 13
21 8 3
15 19 89
21 7 50
9 13 0
25 9 78
5 28 74
16 2 19
15 4 63
22 26 57
12 11 26
3 11 30
21 4 90
12 18 41
24 15 97
4 25 33
15 7 30
16 6 2
3 25 33
12 26 99
23 9 72
5 15 99
8 1 33
26 26 78
24 16 53
4 25 68
22 19 44
27 1 46
24 27 90
5 10 88
25 27 80
11 26 78
24 16 86
5 22 97
4 27 58
1 11 25
3 11 24
4 26 29
2 12 64
23 28 87
5 12 11
3 6 12
2 16 66
23 6 21
5 4 18
15 26 1
10 18 57
7 20 20
2 4 87
1 23 96
13 2 94
2 6 11
18 5 41
23 26 22
10 8 84
19 6 28
9 3 26
12 3 23
27 6 17
21 22 46
6 17 51
12 16 59
16 1 4
25 15 69
5 23 55
22 19 73
24 1 95
27 5 99
4 14 18
10 25 12
10 20 72
25 11 10
9 15 37
23 25 72
1 24 88
3 5 4
3 17 21
19 24 49
17 27 7
13 11 34
16 16 27
10 26 80
24 19 4
4 11 96
12 15 26
28 20 78
16 5 84
12 26 71
22 17 13
4 24 77
3 11 61
28 8 16
18 12 1
12 25 25
27 15 4
2 18 51
18 22 35
28 13 2
16 23 5
11 4 62
6 26 86
13 18 48
24 4 60
4 13 9
19 9 69
20 17 79
25 24 44
10 18 89
16 8 12
19 14 72
28 24 6
2 9 43
5 21 59
1 18 15
9 27 54
9 6 56
4 26 99
6 8 72
25 28 97
10 8 36
6 11 70
14 18 10
18 10 75
19 9 63
18 23 3
7 28 51
5 7 8
24 27 59
23 24 56
15 24 8
25 11 74
14 25 43
7 12 12
27 3 93
22 6 95
21 1 40
27 5 59
10 13 47
5 9 94
13 2 12
23 16 26
19 19 94
2 7 12
16 24 86
5 3 85
17 12 62
22 27 26
18 2 24
26 28 85
11 4 2
10 7 14
28 21 44
6 17 50
1 8 11
16 9 90
11 3 90
21 1 18
22 25 79
21 3 36
8 13 98
14 19 20
19 19 82
7 21 25
26 8 15
6 10 91
20 28 50
20 6 88
1 18 12
3 6 21
27 4 61
1 25 93
19 15 46
23 16 64
14 23 11
23 15 24
6 5 42
23 6 77
12 10 57
2 8 57
17 25 63
13 6 81
11 13 73
11 25 35
5 28 17
19 17 34
8 7 76
25 28 85
6 13 27
13 10 87
22 9 0
11 6 12
23 15 49
20 14 91
3 19 65
3 9 86
9 21 96
21 6 47
17 2 31
27 5 57
19 9 1
9 13 74
23 14 25
9 26 47
27 19 6
8 1 65
12 14 99
18 5 4
3 21 56
19 14 64
27 15 38
23 10 41
9 15 57
6 26 55
8 13 23
21 14 82
6 5 65
22 17 0
14 21 73
11 26 11
26 28 57
19 5 7
5 18 26
14 26 14
10 25 15
23 7 42
28 24 38
28 9 95
21 22 69
18 22 86
1 23 5
18 23 30
7 17 36
16 3 0
25 22 69
3 4 51
11 7 9
3 26 92
8 11 60
13 22 12
8 27 69
2 13 69
2 17 54
4 9 33
9 14 8
12 25 60
2 3 19
28 19 49
22 7 3

29 651
5 22 78
8 16 56
6 21 64
18 5 12
4 9 60
3 28 30
3 3 50
27 1 80
26 29 55
8 6 89
29 24 88
15 22 7
27 6 44
23 4 88
2 6 64
21 22 1
23 26 51
23 24 19
14 4 89
12 21 61
6 21 40
19 18 90
24 13 38
28 6 97
25 17 76
9 1 6
5 17 51
20 20 55
23 20 26
15 16 89
27 12 56
7 6 2
12 7 39
17 4 29
4 16 87
26 28 74
5 24 68
24 13 23
14 16 69
22 25 63
25 16 44
1 4 56
7 11 1
3 4 29
18 24 80
8 23 17
23 1 95
6 12 17
14 6 1
1 23 90
17 16 44
12 7 4
22 26 60
25 5 56
11 14 36
4 27 81
25 6 97
8 19 37
13 19 6
27 3 80
14 29 52
12 13 77
8 5 57
5 25 85
18 10 36
7 4 55
13 6 62
23 22 79
12 14 80
6 20 82
26 18 6
9 3 91
6 20 97
22 1 79
24 7 13
27 7 83
24 2 56
16 1 26
1 28 14
12 2 71
29 2 37
23 7 6
13 23 84
14 18 33
12 17 57
10 26 95
11 4 28
4 2 59
23 14 19
24 22 20
17 7 90
15 9 85
9 19 82
26 27 87
6 19 88
23 13 22
26 25 44
19 3 68
24 18 78
17 3 50
23 21 17
2 29 91
12 2 9
1 8 74
19 27 61
23 12 38
19 14 37
13 18 14
1 26 95
4 19 98
16 14 91
15 10 15
16 21 76
23 10 11
12 17 0
15 29 54
28 18 70
9 3 74
26 6 29
15 17 53
20 22 20
1 5 20
13 17 91
22 4 66
10 13 34
1 11 33
19 2 87
13 12 90
11 26 12
27 19 35
19 29 57
15 3 96
3 13 46
27 2 17
10 5 35
12 19 10
14 19 36
25 2 97
13 21 7
2 8 14
22 29 68
17 4 9
21 8 3
22 16 80
26 17 99
8 18 63
18 20 28
19 3 15
11 20 47
18 17 5
9 12 94
13 17 36
12 7 2
28 21 87
15 24 55
3 28 94
15 15 87
9 15 73
28 2 93
16 22 9
27 15 60
14 21 4
12 14 84
24 27 50
18 4 72
9 20 33
15 13 96
1 24 96
23 25 82
8 27 15
22 10 56
13 1 78
26 25 38
23 2 39
19 7 67
1 17 67
13 22 56
29 4 66
24 3 11
13 21 38
22 17 53
14 10 50
9 29 69
11 1 12
9 26 67
17 3 40
2 8 78
5 7 16
28 19 36
11 25 27
27 8 51
28 5 71
27 5 41
20 2 47
16 5 89
10 26 95
18 10 95
16 27 88
6 7 66
1 9 17
29 16 54
25 16 87
1 21 40
23 5 57
27 21 76
15 15 16
16 18 94
5 22 69
11 23 55
12 22 16
27 10 42
13 17 35
25 15 48
1 2 4
21 16 63
27 29 96
8 2 43
21 13 82
14 3 30
6 5 26
8 21 47
16 15 48
1 25 95
2 28 39
9 23 70
9 16 34
2 6 74
7 12 90
9 22 70
5 26 31
25 21 40
2 5 54
19 22 60
17 6 52
2 11 85
17 7 89
23 1 79
5 22 49
18 6 73
14 4 2
26 7 9
22 9 31
7 26 61
4 15 94
15 19 39
13 2 59
5 14 4
27 19 16
24 2 78
27 13 20
25 29 72
4 4 83
1 9 47
7 24 65
25 18 28
18 13 53
2 17 74
21 14 19
14 7 29
26 9 74
18 25 39
21 29 10
21 17 95
7 12 57
16 10 96
20 6 3
8 22 65
21 6 59
20 8 89
20 5 77
7 28 29
27 17 3
15 2 34
18 16 31
19 29 44
24 29 12
8 17 95
14 7 48
13 1 39
17 8 47
15 12 92
3 24 97
4 28 47
12 14 40
11 28 42
10 27 33
26 17 18
25 6 19
17 16 60
25 28 70
28 10 74
14 20 65
4 27 0
18 11 26
8 12 1
5 10 73
14 15 49
19 6 43
26 3 13
25 4 4
26 29 90
8 24 56
5 21 54
15 14 69
26 17 86
27 23 49
4 29 23
10 3 50
4 22 82
7 29 60
27 22 30
22 14 84
5 11 25
18 19 50
27 29 1
20 16 70
19 8 44
14 5 39
6 13 76
5 17 19
27 8 86
3 16 52
13 3 85
23 24 33
14 14 76
1 29 62
8 26 17
5 6 94
17 15 37
25 28 7
24 9 11
10 9 89
13 22 53
28 19 53
4 25 15
3 28 72
29 13 27
26 8 55
11 17 57
1 23 16
2 4 92
10 4 67
3 5 77
13 11 96
29 2 30
19 14 28
2 19 13
1 23 28
9 2 13
2 18 48
6 21 2
9 18 64
5 24 34
15 14 50
16 14 45
22 18 47
3 24 18
25 21 27
18 6 21
27 1 84
10 18 29
27 7 14
21 19 81
26 3 83
11 29 79
28 16 82
14 22 18
5 20 14
2 19 29
23 19 20
12 12 3
10 10 70
28 8 40
2 2 91
22 3 22
29 20 61
21 20 92
12 15 76
22 25 93
3 24 8
14 11 18
23 8 28
22 22 2
16 28 76
18 2 47
8 6 17
20 1 81
26 16 11
21 20 37
7 24 28
18 14 74
17 15 54
1 18 80
29 11 87
22 26 8
19 25 26
19 2 18
27 21 60
9 22 66
24 8 14
9 25 27
23 26 10
3 13 33
13 14 37
1 29 16
25 4 93
19 8 81
10 1 22
24 4 47
23 27 98
18 27 35
6 16 29
19 4 4
24 22 17
23 2 90
27 3 76
5 15 90
26 8 16
29 27 17
26 17 79
24 1 86
2 23 8
5 1 56
19 10 57
20 24 51
23 2 98
29 12 25
28 3 54
25 3 94
4 19 14
25 27 30
10 16 20
10 10 95
12 14 92
27 12 49
28 24 34
2 5 91
25 18 2
20 20 89
9 14 51
27 4 38
13 9 85
14 7 75
19 1 62
22 14 65
17 17 26
21 13 20
9 21 91
21 6 53
5 7 77
8 3 94
8 15 39
6 16 23
6 11 52
19 16 33
6 11 19
10 18 59
1 26 27
6 29 81
4 15 16
27 8 98
13 28 9
28 24 69
9 25 73
17 23 66
19 6 0
7 5 11
24 16 88
16 7 87
1 9 47
8 24 21
28 29 93
22 13 2
17 1 75
2 16 21
29 13 63
25 15 23
12 26 24
10 1 7
18 3 76
4 8 61
4 10 52
8 17 93
29 22 7
16 27 46
20 20 96
5 23 27
22 24 46
23 20 33
17 2 21
24 13 27
25 3 0
12 11 3
25 4 53
23 4 76
5 27 89
27 20 93
13 9 99
4 29 99
5 1 29
18 19 88
12 11 49
14 7 54
17 1 8
13 3 36
10 4 62
1 3 98
9 27 19
29 15 5
29 16 60
18 26 64
29 29 77
27 20 56
27 23 42
22 13 96
25 25 19
28 12 3
17 17 28
23 5 92
10 26 29
6 14 11
26 19 71
17 6 56
2 6 74
14 15 30
1 7 49
4 1 72
20 2 43
16 4 61
4 26 79
17 18 25
27 28 88
3 29 17
1 27 19
15 23 54
14 10 10
14 22 97
7 16 65
2 27 85
27 2 63
8 15 6
6 17 84
27 15 72
24 9 80
17 24 97
19 16 23
3 7 26
19 2 13
16 15 61
9 28 13
23 24 52
2 20 88
16 21 44
16 17 77
3 13 13
18 16 33
16 23 36
17 7 46
24 5 57
22 25 31
8 6 99
27 23 38
19 9 36
27 28 14
3 5 41
10 20 74
3 23 76
1 29 44
5 24 97
22 26 23
19 28 81
5 23 83
13 11 11
3 15 91
8 5 51
19 18 91
12 19 31
12 27 1
6 2 16
24 13 87
14 25 81
8 7 50
10 23 85
24 13 83
20 29 69
29 18 61
10 16 92
8 29 51
1 22 87
14 12 5
1 14 89
7 27 38
21 15 41
4 15 34
24 18 85
12 11 81
19 2 54
19 25 74
3 1 39
6 3 50
20 13 25
9 15 50
24 16 60
1 26 14
10 23 57
21 3 42
14 11 62
9 28 46
1 16 97
24 25 31
7 26 86
21 19 45
28 18 58
25 8 13
10 23 93
4 4 17
14 17 97
5 19 78
12 3 63
7 10 87
24 22 59
13 25 66
22 28 48
21 17 96
15 6 43
10 26 78
26 16 32
7 11 9
1 6 33
10 1 99
24 20 53
11 16 24
1 24 14
17 23 31
14 25 42
11 21 55
18 28 65
21 3 82
26 12 56
27 2 86
17 28 53
24 10 45
10 5 59
4 12 5
20 11 48
11 24 30
1 9 71
25 11 68
7 20 0
8 8 82
6 18 4

25 508
21 11 30
4 9 89
4 20 79
11 10 64
7 10 55
1 4 12
3 25 50
10 9 97
16 5 82
15 20 73
25 2 9
11 16 56
5 20 61
16 11 15
1 17 50
4 4 9
5 4 36
13 4 63
19 13 25
15 11 90
16 20 82
8 4 83
3 15 93
13 5 25
4 8 40
9 17 90
15 3 45
18 18 1
5 18 65
18 11 59
14 18 75
17 3 41
7 22 48
13 22 77
20 12 92
11 5 47
15 25 56
10 2 20
2 19 89
12 3 45
6 4 62
9 22 1
7 22 69
3 25 25
16 19 88
20 16 59
22 24 97
25 19 36
18 10 45
23 6 49
3 18 37
1 21 93
22 16 3
23 18 9
16 6 88
9 18 28
7 15 25
3 1 23
12 24 24
17 25 41
12 12 90
7 7 94
24 10 94
17 19 91
24 7 65
16 13 58
5 13 16
8 11 99
8 10 76
7 3 40
20 21 31
2 15 69
11 10 3
7 3 1
13 18 94
25 1 70
14 19 35
1 19 92
12 22 76
17 12 33
12 21 16
3 15 10
12 18 61
16 22 24
9 18 55
11 13 94
7 1 71
25 18 9
21 19 37
10 4 73
5 20 16
19 7 4
14 21 32
12 20 93
6 2 84
19 21 69
19 17 6
13 4 12
6 18 38
11 18 9
7 10 68
13 14 99
10 21 19
4 17 32
7 3 95
5 24 51
23 7 21
1 20 89
20 8 51
13 19 83
24 14 18
12 13 24
10 8 63
3 17 98
7 15 3
5 18 35
11 14 91
7 3 38
17 6 91
10 16 85
1 11 47
15 10 45
22 25 84
16 23 95
5 4 72
24 16 3
12 7 9
16 20 96
21 11 78
13 22 44
23 21 55
9 19 80
8 5 70
8 25 43
11 24 33
1 4 39
9 15 64
3 11 25
14 14 15
12 10 37
9 16 74
2 23 48
6 18 31
7 14 39
7 24 21
12 16 33
1 5 10
12 6 43
25 23 70
12 11 35
2 12 23
24 11 82
19 17 60
7 8 43
5 4 76
20 14 33
25 24 19
5 17 97
2 15 58
14 2 84
3 3 20
13 12 73
6 22 72
14 15 90
19 19 71
8 2 52
8 23 22
2 20 96
16 5 52
19 15 5
21 12 46
9 11 48
6 8 12
22 25 17
15 23 55
18 25 51
18 22 85
12 20 67
19 24 93
8 5 33
21 3 79
6 1 1
15 13 35
16 7 92
13 15 15
15 16 82
11 1 24
8 18 66
6 12 5
12 22 98
14 3 82
16 5 29
3 17 62
10 11 51
1 1 44
16 8 6
16 8 95
10 1 33
21 8 67
20 8 49
22 17 86
3 22 26
21 9 19
6 12 23
7 6 9
14 15 84
23 12 99
1 20 91
10 14 76
18 14 98
9 2 92
7 3 41
15 22 45
4 21 41
9 5 71
25 15 4
12 16 18
8 8 92
22 9 94
10 7 29
11 2 98
15 20 31
14 15 63
9 6 54
15 5 57
6 9 68
22 4 92
4 22 30
14 18 63
22 22 9
25 20 70
19 4 32
9 19 21
16 25 9
20 10 19
4 3 61
7 22 66
5 3 39
23 18 19
21 4 82
18 24 31
23 8 5
16 4 99
17 16 9
1 12 24
5 23 69
2 17 99
6 6 80
23 3 62
1 10 34
1 18 81
8 24 98
11 25 20
3 9 62
15 10 31
14 6 31
5 5 88
13 13 89
15 25 69
1 11 43
19 17 68
19 16 18
20 13 25
5 3 62
14 11 92
22 19 33
1 7 46
15 21 3
14 17 90
24 10 31
18 5 8
10 23 1
24 25 71
3 15 65
13 7 44
7 15 33
13 13 56
11 16 56
2 8 23
14 16 13
18 25 62
18 1 6
19 25 40
8 15 88
16 10 66
7 20 3
20 3 36
12 11 49
22 9 86
12 23 12
11 12 27
14 18 95
13 8 89
2 23 82
13 14 42
9 20 7
11 6 16
22 7 10
7 18 48
4 8 69
17 10 56
9 7 16
18 23 4
16 6 91
6 25 95
2 9 59
10 25 70
16 10 82
11 11 5
18 5 62
4 11 17
13 3 34
10 9 17
17 3 12
16 25 2
25 11 9
1 6 86
11 16 20
23 21 12
2 8 97
13 1 91
17 10 70
2 4 84
4 16 18
5 20 12
16 5 54
21 18 53
11 15 29
9 2 91
18 25 88
18 18 41
4 15 3
10 24 46
25 18 23
22 7 28
3 11 58
20 17 23
9 23 45
10 14 8
11 4 16
6 22 83
20 3 28
19 24 83
13 24 67
19 5 92
4 13 15
20 13 42
17 10 11
7 18 46
12 11 7
9 22 93
11 2 50
11 10 44
10 3 12
14 22 24
3 12 92
17 4 23
1 17 17
21 13 9
6 20 92
4 15 4
5 15 37
15 10 99
17 24 84
15 24 68
3 18 83
6 16 87
24 11 3
13 22 29
7 14 24
24 18 56
15 7 10
1 6 64
25 16 3
25 11 46
19 22 37
12 9 39
22 15 46
18 19 69
8 20 6
1 1 65
7 11 90
15 3 79
5 8 30
17 5 6
15 17 32
24 9 52
13 5 38
8 2 11
2 10 80
4 25 38
17 17 40
19 22 71
1 4 87
7 12 68
1 19 35
9 23 26
15 12 74
16 25 38
3 6 47
2 19 73
21 9 29
17 7 20
22 22 15
8 15 65
3 2 74
25 4 74
13 5 57
13 19 73
18 16 89
13 17 66
23 23 69
6 18 89
2 8 57
19 25 55
20 24 37
23 23 91
3 7 18
23 6 7
15 22 19
8 15 38
5 11 2
22 1 51
6 10 57
8 16 10
6 5 28
6 24 98
14 19 97
19 1 1
17 23 48
6 11 38
17 16 95
19 17 50
5 1 73
20 12 81
2 17 38
25 17 70
20 15 52
20 16 41
17 17 61
5 5 3
20 2 35
13 4 76
14 5 71
2 13 26
18 3 47
12 23 73
3 3 99
20 19 43
11 7 65
17 10 31
21 21 85
24 24 81
5 21 19
17 22 59
19 19 60
19 20 54
21 21 40
16 15 19
22 5 89
9 13 1
4 1 43
4 7 65
24 3 65
22 12 70
18 24 11
14 4 32
9 21 50
25 16 70
4 7 37
19 8 8
19 3 91
2 18 21
7 9 75
18 6 75
19 17 49
22 1 91
19 1 79
11 23 64
17 10 39
2 19 19
4 12 37
24 11 82
9 11 36
14 13 17
7 12 36
8 5 54
10 11 77
8 1 46
19 15 83
14 9 75
1 24 78
11 8 31
23 19 56
12 13 14
24 2 79
5 6 11
18 11 45
18 9 79
9 17 36
19 19 5
19 22 93
2 6 45
22 12 30
10 4 79
11 8 16
18 21 41
5 16 97

7 12
7 3 62
1 2 79
2 7 22
6 4 44
2 2 49
5 7 62
7 6 90
7 4 50
6 3 20
3 1 88
4 7 83
5 2 66

6 6
6 4 57
3 1 90
1 1 48
2 3 30
4 4 46
4 5 99

14 152
5 11 57
8 10 40
6 3 59
7 12 18
3 13 11
10 1 83
4 9 22
13 4 2
6 11 95
9 3 91
3 6 87
13 13 0
13 8 87
8 6 20
6 13 59
6 4 39
14 14 20
2 14 84
10 2 94
12 9 3
2 7 12
14 9 92
5 2 36
10 1 62
6 4 15
7 9 36
7 8 11
6 10 49
7 8 44
14 9 93
6 5 19
12 4 26
11 12 59
11 3 77
12 14 50
7 3 89
12 8 77
7 11 89
12 13 31
6 13 45
11 6 24
12 2 7
7 9 94
7 4 73
7 8 15
9 1 81
14 12 13
11 2 32
9 11 74
5 10 33
10 9 60
11 8 72
3 5 61
6 12 12
11 11 90
11 8 12
7 11 66
8 9 64
4 11 58
11 10 40
5 13 61
11 11 34
1 3 91
10 3 37
6 7 55
14 4 41
8 6 38
1 10 22
9 6 35
3 13 60
1 8 90
9 10 3
11 9 5
11 9 91
4 14 38
5 13 57
10 7 86
6 9 38
9 2 96
7 10 34
12 3 38
8 10 20
14 1 53
8 4 45
5 14 66
4 1 53
10 2 71
3 6 38
2 10 71
12 6 28
12 5 0
7 1 98
5 6 59
6 6 22
5 2 78
5 13 32
4 14 79
7 10 57
14 8 87
6 2 60
8 14 33
8 10 52
12 9 16
3 10 86
4 2 1
14 12 3
13 12 98
6 3 27
13 12 78
14 4 97
12 10 72
5 8 93
14 13 81
7 7 88
8 5 12
5 6 71
14 10 66
2 4 68
11 2 19
1 13 88
8 2 5
1 7 72
13 6 35
4 2 4
8 12 54
11 11 15
7 7 67
8 1 95
9 1 6
7 11 37
6 6 99
11 11 78
2 4 78
2 12 17
11 10 80
8 1 21
12 8 95
13 1 53
13 10 70
9 1 28
12 4 25
6 14 84
9 10 0
4 3 6
11 13 37
9 14 9
3 12 94
3 1 58
10 12 20
8 12 52
11 5 90
10 2 95

4 0

26 406
22 26 55
18 3 44
7 8 6
15 15 0
19 2 10
19 11 30
2 10 82
21 15 24
12 10 20
17 21 9
19 17 62
21 7 11
4 5 37
21 16 43
22 20 97
8 25 61
17 17 61
5 20 55
16 10 51
13 25 40
5 17 41
11 5 87
18 12 97
7 1 58
2 4 54
2 25 77
21 15 86
14 8 73
25 23 49
25 23 65
15 16 25
21 3 33
6 12 85
6 25 88
11 7 94
10 13 62
26 25 77
9 2 71
5 12 72
3 13 0
21 2 16
23 19 83
11 24 63
9 19 47
15 23 76
3 3 49
2 11 78
5 12 25
16 3 93
4 17 37
5 4 97
25 7 63
25 4 26
17 9 82
15 22 90
18 19 8
2 25 67
15 8 0
19 23 84
12 20 70
17 19 73
25 15 20
2 7 42
13 11 30
8 23 72
26 23 63
26 2 68
7 10 13
5 23 69
24 25 14
18 6 43
6 20 77
14 9 47
24 21 20
20 26 44
19 19 47
22 3 82
8 16 75
4 19 3
2 15 11
9 24 88
5 25 32
15 22 53
9 23 35
8 11 6
26 5 58
4 25 54
19 21 57
14 20 72
2 26 35
2 4 64
26 26 33
24 2 65
22 21 51
6 11 25
12 23 9
13 1 20
7 3 76
2 11 40
1 23 83
5 11 71
4 10 46
7 13 89
3 6 96
14 8 39
12 19 63
13 3 18
17 19 84
3 4 88
25 25 38
12 26 40
23 26 40
12 4 18
17 2 78
24 24 57
18 25 12
21 11 1
15 10 31
18 16 11
19 24 14
18 9 26
18 25 61
23 19 56
26 24 75
23 3 21
21 25 69
8 6 78
19 26 22
8 11 77
8 1 34
18 16 30
16 17 36
11 13 49
8 22 11
12 22 66
10 23 7
15 13 99
16 26 62
3 1 28
3 21 90
18 8 85
9 12 54
23 9 41
21 2 13
18 20 52
14 11 63
26 25 62
1 19 51
3 6 60
24 4 6
7 9 99
18 7 68
26 20 76
1 20 79
20 26 7
7 20 78
5 24 13
23 17 42
4 2 37
9 16 77
19 5 94
25 16 26
21 8 5
14 25 84
15 10 26
8 12 46
6 3 2
24 20 46
1 13 92
17 8 70
23 3 68
12 3 25
20 23 45
18 13 19
2 8 12
15 22 29
18 16 84
13 16 41
1 12 3
10 16 29
12 1 31
17 6 56
15 9 75
1 9 62
10 19 52
5 20 99
20 5 33
9 22 16
23 11 46
12 3 8
14 12 32
21 16 63
4 8 29
14 20 35
8 26 18
2 9 3
8 7 38
3 23 75
16 26 62
20 2 90
5 14 33
21 16 61
4 7 97
25 13 40
25 21 9
9 12 69
15 8 0
12 2 39
13 4 27
14 4 68
4 15 95
19 16 92
1 14 10
13 14 81
7 2 67
21 25 21
4 23 94
5 6 70
8 17 67
11 18 31
2 13 23
19 13 22
6 9 96
20 10 74
23 10 89
23 9 61
21 17 95
26 16 77
16 1 85
7 1 31
22 14 55
8 6 92
19 16 7
2 2 92
11 3 93
20 13 19
12 16 39
3 25 5
6 13 56
6 10 20
21 21 16
26 8 41
17 13 87
18 23 19
23 5 14
9 8 93
24 8 28
25 1 13
11 20 68
22 2 63
16 18 78
23 6 36
9 1 11
8 14 51
12 2 30
19 3 38
26 23 40
3 5 80
22 17 86
25 8 44
18 8 89
23 26 24
25 17 43
12 26 55
16 26 54
18 25 81
17 7 60
21 13 77
13 19 39
22 9 54
3 20 42
4 23 20
20 24 28
21 9 7
22 2 26
20 7 49
3 5 21
15 7 21
8 10 63
16 9 67
12 9 44
10 1 76
7 20 47
15 9 20
16 13 46
25 5 7
3 16 95
9 15 49
21 12 1
5 23 86
13 3 4
16 11 43
11 22 76
19 4 50
7 4 68
11 1 90
26 18 96
16 13 98
3 23 75
25 15 17
1 25 31
13 20 11
10 26 26
13 12 8
18 15 64
19 7 21
12 25 79
1 19 61
23 24 86
11 25 75
12 2 89
5 20 30
7 2 20
18 21 60
6 7 20
14 26 96
12 4 98
5 9 21
4 5 15
3 4 81
6 4 10
25 6 5
3 18 61
23 16 55
3 1 37
3 3 78
8 1 18
16 10 3
22 20 85
2 1 87
5 21 29
12 24 90
3 10 35
